session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,src_bytes,dst_bytes,traffic_volume,packet_rate,error_rate,syn_flag_count,session_count,attack_detected
8205,13536,udp,0,494,1,4,0,Chrome,1,75606,29063,104669,413.78666775715277,0.12015586758910102,43,7,0
8206,14895,icmp,4,1814,1,73,0,Firefox,0,40506,78754,119260,428.26666707821926,0.9553289548249189,12,24,0
8207,18665,udp,1,697,1,4,3,Edge,0,70502,27494,97996,18.378796938521557,0.17756412020999124,37,20,0
8208,11115,udp,9,1995,1,2,2,Safari,0,34022,24463,58485,166.68482164121357,0.6891312280193118,12,27,0
8209,18697,tcp,2,1439,1,23,4,Safari,0,66765,90467,157232,278.28279692122476,0.8735795336578627,22,17,1
8210,14067,tcp,9,1792,1,77,2,Firefox,0,6965,7532,14497,26.619430093176476,0.1001060363253633,25,37,0
8211,7260,icmp,0,74,0,85,4,Firefox,1,45095,99430,144525,455.2030633014251,0.7617280191332862,26,27,1
8212,6495,icmp,5,1658,1,78,3,Chrome,0,11068,14098,25166,361.3724896242468,0.14468479173758464,2,2,0
8213,12268,icmp,2,619,0,79,5,Safari,0,98139,32451,130590,311.54693125653483,0.6153969738395371,17,33,1
8214,8612,icmp,8,1149,1,23,5,Chrome,0,14083,43035,57118,387.13024695569453,0.7804978228156557,35,38,1
8215,12407,udp,7,453,1,4,1,Firefox,0,73184,65452,138636,299.81577733393345,0.12891993646717104,26,23,0
8216,9671,tcp,4,1824,0,86,1,Safari,1,94684,79705,174389,337.8651683428009,0.2193724916455817,12,21,0
8217,17660,udp,7,234,1,11,0,Firefox,1,66290,44937,111227,194.8856525,0.9412472219466295,8,14,0
8218,868,icmp,2,882,0,3,2,Safari,1,35527,52567,88094,351.4932579061876,0.2774934313288058,12,18,0
8219,4425,udp,4,1205,1,61,4,Firefox,0,86017,10823,96840,108.4470519446579,0.4036396565044883,21,37,1
8220,5391,icmp,3,1075,1,29,4,Chrome,0,7172,23464,30636,117.16989315931806,0.6357509349202249,7,11,0
8221,6560,icmp,5,104,0,40,3,Edge,0,65393,64369,129762,291.2619518769926,0.5340964553781571,37,32,0
8222,17169,udp,2,1629,0,46,5,Chrome,1,59827,24028,83855,22.644120101743887,0.8625584648101614,17,11,1
8223,13564,icmp,9,222,0,72,5,Chrome,0,94961,49119,144080,425.8301934592225,0.4338151636017086,3,34,0
8224,15139,icmp,5,850,1,26,4,Chrome,1,7834,64761,72595,398.8192170321912,0.6934036167150148,2,10,1
8225,17904,icmp,9,511,1,99,1,Chrome,0,25893,13590,39483,348.3042136836342,0.16384845814258342,11,32,0
8226,257,udp,0,917,0,7,2,Firefox,0,76836,66886,143722,231.18222841846682,0.6174110365660652,9,23,0
8227,14347,icmp,3,18,1,16,0,Edge,0,85627,41596,127223,135.5522230892539,0.8036680982301371,6,26,0
8228,16729,icmp,6,860,1,68,3,Edge,0,2722,23890,26612,254.07210449339829,0.5911282152761715,24,2,0
8229,12808,icmp,6,1711,1,51,5,Safari,0,16110,10824,26934,251.33720813794082,0.5215747204768115,39,5,1
8230,18716,tcp,0,565,0,6,2,Edge,0,5466,57674,63140,126.7814644993137,0.004880382,15,13,0
8231,6518,tcp,5,1025,1,18,1,Chrome,0,96479,39884,136363,233.75786585139818,0.6880072262415597,31,21,0
8232,12966,udp,3,621,1,16,2,Chrome,1,81794,33020,114814,397.45995451853935,0.9252421487893029,19,4,1
8233,1117,udp,8,1299,1,22,1,Firefox,0,18363,14381,32744,321.79290249397854,0.2682431697568556,15,33,0
8234,6297,udp,8,1554,0,48,0,Firefox,1,53826,53094,106920,1.6066999430438291,0.9303852123657991,12,37,0
8235,14656,tcp,1,1730,1,86,4,Edge,0,5996,36863,42859,215.98464796218184,0.52221455,7,26,0
8236,4088,tcp,0,1806,0,5,2,Chrome,0,13478,81338,94816,96.70864995,0.2575694842564785,2,32,0
8237,10569,udp,5,1053,1,86,5,Chrome,0,85286,16402,101688,145.9559892768389,0.6189401200450237,8,15,1
8238,17944,icmp,5,1961,1,7,3,Safari,0,11718,78128,89846,141.96306554127753,0.23297916321059364,32,32,0
8239,7122,udp,5,111,1,26,0,Safari,0,52155,47551,99706,151.71417785546345,0.9584970979046865,14,27,0
8240,17294,tcp,5,1105,1,27,0,Chrome,0,35822,9497,45319,19.19609252934373,0.9294678339015023,47,24,0
8241,12646,icmp,4,544,0,69,5,Safari,1,57731,92958,150689,427.80968305335585,0.5592280767506899,44,34,1
8242,1659,udp,7,1932,1,6,0,Firefox,0,51319,29400,80719,295.42808314700903,0.12167549824418034,44,3,0
8243,6663,icmp,6,828,1,35,0,Chrome,1,30398,10382,40780,38.45227329678405,0.42663221515958205,7,8,0
8244,4201,icmp,4,480,1,73,3,Safari,0,96746,10687,107433,375.30564278098933,0.7272107947955694,16,32,0
8245,8774,tcp,4,713,1,55,0,Firefox,0,40640,93605,134245,148.93687905092278,0.7874057597866034,2,10,0
8246,12628,icmp,8,952,1,2,3,Firefox,0,24334,23879,48213,230.07162033555318,0.9736019400744258,10,14,0
8247,9008,udp,5,303,0,27,5,Firefox,0,50990,94271,145261,387.5127248414646,0.4065416080836902,0,20,0
8248,8640,tcp,8,1329,0,84,2,Firefox,0,16425,36103,52528,247.2492506245431,0.49491593470397977,21,38,0
8249,6718,icmp,7,127,1,37,1,Chrome,0,57719,58316,116035,348.39086222831895,0.2592630337108436,44,6,0
8250,4568,icmp,8,1456,1,49,1,Firefox,0,94720,62426,157146,67.97300384212662,0.7433544888030116,35,27,0
8251,6606,icmp,6,1860,0,3,0,Edge,0,4631,95662,100293,3.3133059863592282,0.9554520037476131,10,25,0
8252,13256,tcp,9,86,1,3,0,Firefox,0,39635,81374,121009,10.665406203515303,0.9409224372157352,46,4,0
8253,14081,icmp,7,1116,1,56,4,Firefox,0,93593,96805,190398,115.97757873854819,0.21527958174115658,6,38,0
8254,2063,udp,7,286,1,18,3,Firefox,0,28697,91641,120338,243.04345230894558,0.4748853374645794,1,18,0
8255,14186,tcp,6,556,1,68,5,Edge,0,36673,37271,73944,20.933957921986128,0.3658754553393492,41,17,1
8256,15554,icmp,7,131,1,26,0,Edge,0,46449,62267,108716,80.05706975841346,0.3998520202750363,31,14,0
8257,3170,icmp,4,799,1,94,3,Chrome,0,34342,57386,91728,62.422766721193895,0.3522123699465576,25,29,0
8258,18757,tcp,5,64,1,10,3,Safari,0,79710,53458,133168,105.70301406557326,0.48599074770563333,24,11,0
8259,9607,udp,1,29,1,39,1,Edge,0,96079,79955,176034,261.7038111417081,0.6590517977497101,5,31,0
8260,11976,udp,5,1218,0,33,5,Edge,0,96082,67538,163620,372.46424015479073,0.26749803781717796,49,38,0
8261,5663,tcp,8,1002,1,57,3,Safari,0,77413,66045,143458,377.7443706391778,0.033808528922106174,28,22,0
8262,9878,icmp,1,1455,1,34,5,Firefox,0,78185,3128,81313,263.67015107191446,0.776194363,10,35,0
8263,6832,icmp,2,1634,1,52,4,Edge,0,75568,65272,140840,216.18690253692856,0.12128052493679631,33,5,0
8264,5057,icmp,7,1096,1,40,2,Firefox,0,19960,94710,114670,404.5185671376798,0.8276847039571877,0,22,0
8265,12090,tcp,3,1034,1,11,2,Firefox,1,76501,33520,110021,299.9527653866739,0.3545627985901959,7,31,0
8266,18783,tcp,3,935,1,23,3,Firefox,1,85056,96748,181804,32.51356826211656,0.8861148887937853,25,2,1
8267,11687,tcp,4,304,1,77,3,Edge,0,54956,33218,88174,280.3600592129218,0.2516500210082796,42,19,0
8268,11268,icmp,9,355,1,72,1,Safari,1,71196,99038,170234,449.48388105639503,0.16032553573704833,3,28,0
8269,7865,icmp,0,1415,1,95,4,Firefox,0,11264,26774,38038,76.38700095939092,0.8635873367316987,5,38,0
8270,8052,icmp,8,1751,0,71,4,Firefox,0,499,19565,20064,217.92192358511855,0.8476636679196812,12,28,1
8271,18486,icmp,9,1407,1,15,4,Safari,1,46618,52830,99448,494.4216912182063,0.1315644156520167,16,6,1
8272,15487,udp,4,40,1,81,4,Safari,1,17336,58542,75878,63.99137761856432,0.6528812872205308,29,8,1
8273,16364,icmp,0,156,1,90,3,Edge,0,68166,60190,128356,148.60117202911152,0.6661348650216365,39,34,1
8274,15364,icmp,7,695,1,64,2,Edge,0,21102,53673,74775,338.38207313037816,0.8578485336700266,22,3,1
8275,14448,icmp,7,1166,1,70,1,Chrome,1,9665,43309,52974,265.46138887263703,0.6562816052409511,48,3,1
8276,15749,icmp,7,1470,1,56,3,Firefox,0,24248,29323,53571,302.8198665358026,0.26220248325623197,45,39,0
8277,10503,udp,9,464,1,24,4,Chrome,0,61060,71845,132905,90.42946491076785,0.5622245946836654,2,27,0
8278,7527,udp,3,883,1,11,5,Edge,1,25973,13250,39223,47.02567998,0.2554937438136675,4,15,1
8279,7926,tcp,0,1962,1,34,1,Edge,0,3751,27298,31049,498.1586675846472,0.8861892804066575,12,31,0
8280,12805,udp,5,179,1,59,5,Firefox,0,23853,17243,41096,105.48609645169473,0.1654940357728888,19,9,0
8281,18639,icmp,4,1643,1,20,2,Safari,0,51874,48031,99905,207.75393318257093,0.9671467737808187,25,39,0
8282,7955,udp,7,1306,0,80,5,Safari,0,44665,42500,87165,260.8443038688278,0.2700360580077583,41,39,1
8283,8046,udp,1,192,1,2,5,Chrome,0,12011,66219,78230,387.8183994546246,0.25946243232222455,18,22,0
8284,15457,udp,8,1649,1,79,1,Firefox,1,45447,97461,142908,147.76699480562357,0.48972845550344046,46,32,1
8285,3714,tcp,5,1615,1,18,1,Firefox,0,19447,75886,95333,177.27517104210182,0.8368870621408705,16,13,0
8286,2693,udp,1,556,0,31,4,Firefox,0,46443,28912,75355,373.43721009209736,0.12909624176802992,25,1,0
8287,12734,tcp,6,328,1,67,2,Safari,0,3417,72774,76191,224.69603859518847,0.395558092,24,9,0
8288,9690,tcp,3,45,1,36,0,Safari,0,93002,17584,110586,390.4736087178007,0.3866984611401896,39,5,0
8289,18794,icmp,9,1236,1,54,1,Edge,0,31929,15484,47413,273.76662567400103,0.097269916,33,9,0
8290,17036,tcp,9,1658,0,98,2,Chrome,0,26224,80961,107185,49.86252585420089,0.9725391373154622,26,34,0
8291,899,icmp,9,325,1,84,1,Safari,0,28841,19954,48795,94.09342588961378,0.4584705541883235,3,14,0
8292,13320,udp,7,144,0,67,1,Safari,0,65982,94069,160051,302.1510247352781,0.8415576160358226,32,28,0
8293,16936,icmp,5,305,1,13,5,Firefox,0,30046,77849,107895,155.74036940968378,0.5108538585632244,29,4,1
8294,717,udp,1,1146,1,86,2,Edge,0,61761,10740,72501,197.9080240177998,0.8030445380796585,29,20,1
8295,1325,udp,3,1129,1,67,1,Chrome,0,25274,98469,123743,26.901167057843992,0.38115887718541563,34,9,0
8296,12299,icmp,0,1102,1,71,5,Safari,0,38796,72838,111634,78.58578484198749,0.5453313497242086,37,6,1
8297,4132,tcp,6,1093,0,75,3,Edge,1,76536,69386,145922,471.3284699741553,0.17734739863999338,28,36,1
8298,10903,icmp,9,1255,1,57,5,Chrome,1,21598,38983,60581,21.03211773177797,0.17337966601569232,8,37,1
8299,18143,udp,5,108,1,83,3,Firefox,0,25687,66549,92236,493.29715701449487,0.17040641188343564,35,10,0
8300,2833,icmp,1,1686,1,53,5,Edge,0,61989,82069,144058,152.88794131914344,0.9045152226124288,17,36,1
8301,14403,icmp,2,257,1,44,5,Firefox,0,84777,39296,124073,255.7524935060647,0.7900042208117701,2,5,0
8302,3767,udp,4,836,0,86,5,Firefox,1,16851,50994,67845,145.44307319297113,0.879884209,13,36,1
8303,8819,icmp,4,1846,1,44,1,Chrome,0,39864,8428,48292,409.90926634300274,0.8790110303688576,22,9,0
8304,11875,udp,1,446,1,90,4,Safari,0,46985,41642,88627,245.10178754916583,0.7329885466108699,38,14,1
8305,7044,tcp,0,863,0,25,2,Firefox,1,69921,71798,141719,420.9297398839254,0.41230934121193896,29,30,1
8306,10980,udp,8,221,1,60,2,Firefox,1,1581,82833,84414,90.69694993614677,0.354984665,26,37,0
8307,9915,tcp,3,1947,1,80,4,Safari,0,29040,6907,35947,173.27244849981258,0.7030918762103856,26,8,1
8308,7753,udp,3,624,0,95,2,Firefox,1,58491,56779,115270,224.43199936250093,0.2928996833564592,47,35,1
8309,13226,icmp,5,650,0,36,5,Chrome,1,53615,86048,139663,48.072427785127346,0.49860782668119685,5,13,1
8310,1349,tcp,2,1108,1,44,1,Chrome,0,30387,32109,62496,59.55692448422127,0.3669005743046093,9,35,0
8311,1774,udp,4,515,1,37,0,Chrome,0,93055,11266,104321,300.9615632777145,0.7870140411309529,15,33,0
8312,17118,udp,3,815,0,79,3,Safari,0,18942,55908,74850,289.2690260171922,0.2735653434271933,30,5,0
8313,18991,udp,2,150,0,52,3,Chrome,0,39838,64905,104743,432.2878568713608,0.8458546863950434,29,22,1
8314,12636,tcp,4,1798,1,36,4,Chrome,1,52803,92229,145032,138.04534614948383,0.8939838953816381,9,8,1
8315,12184,icmp,3,1758,1,61,1,Firefox,0,39475,57730,97205,272.5147912374429,0.9494480255766813,42,33,0
8316,9131,tcp,2,368,0,41,1,Safari,0,7235,58408,65643,297.7198078703251,0.31950880112134183,34,36,0
8317,13430,icmp,9,1548,1,93,3,Safari,0,24547,70508,95055,192.1177444607273,0.7219579180560781,20,25,0
8318,17210,icmp,5,1038,1,18,3,Edge,0,58071,19661,77732,162.8463096564687,0.768347999,27,23,0
8319,6215,udp,2,1758,0,90,2,Firefox,1,36613,83225,119838,239.42394829369798,0.9107553024509618,9,36,1
8320,17683,tcp,3,865,1,96,2,Edge,0,94432,54813,149245,62.676066016320334,0.22500700028032383,49,7,0
8321,12312,tcp,4,1945,1,92,3,Edge,0,24517,25380,49897,92.26721570597083,0.9975148377918716,19,37,1
8322,5706,icmp,6,364,1,9,0,Firefox,0,66247,51908,118155,337.55900720151374,0.25441272796849845,43,7,0
8323,3471,tcp,1,1150,1,81,4,Firefox,1,97520,7719,105239,485.02777260269727,0.4988821637439378,30,20,1
8324,7606,tcp,7,41,1,11,1,Firefox,0,42207,97595,139802,75.31792241259159,0.48173475783868924,39,17,0
8325,17825,tcp,9,532,1,88,4,Safari,1,1843,38360,40203,158.75135885990275,0.14368381170218503,31,25,1
8326,4792,tcp,0,72,1,93,4,Chrome,0,11005,4367,15372,196.89152280704258,0.39304535382447725,48,9,1
8327,1742,tcp,0,1007,1,87,5,Chrome,0,59318,94386,153704,135.05123166652763,0.5161757332839251,42,26,1
8328,670,tcp,8,513,0,99,5,Edge,0,80654,15831,96485,403.25154532492314,0.3305974600003524,41,3,1
8329,11164,tcp,8,1960,1,20,3,Edge,0,86644,3564,90208,20.573742113517863,0.2628356103816124,13,2,0
8330,9751,tcp,6,229,1,44,4,Chrome,0,71694,83995,155689,175.12634719710684,0.44415174024754533,4,29,0
8331,3993,tcp,7,974,0,16,3,Chrome,0,54222,42303,96525,478.61299954629675,0.054491759,46,26,0
8332,18398,tcp,6,407,1,2,1,Edge,0,70566,40027,110593,149.59088773788287,0.079205152,48,18,0
8333,17121,icmp,8,1945,1,33,2,Chrome,1,36487,60405,96892,175.60232884415524,0.048549543,30,26,0
8334,394,icmp,5,1619,0,21,3,Firefox,1,95688,94415,190103,137.6132240815224,0.024825476,15,23,0
8335,11946,icmp,9,1990,1,76,2,Edge,0,88217,11025,99242,270.55083335221394,0.3751448060715825,5,6,0
8336,9055,udp,1,66,1,71,1,Chrome,0,86500,7002,93502,383.8939594774874,0.7074815606175249,14,24,0
8337,4644,udp,9,729,1,67,3,Firefox,0,90391,19422,109813,308.5511459311428,0.14781727235887998,14,15,0
8338,3011,icmp,4,998,0,52,0,Chrome,0,20212,49849,70061,67.46966782056849,0.1822398191734459,37,16,0
8339,16166,udp,6,786,1,67,0,Chrome,0,2021,77830,79851,124.66432828944812,0.32149056228819384,18,22,0
8340,11703,udp,3,1641,1,24,1,Firefox,1,65033,55290,120323,206.8170986599336,0.5579757694958112,41,28,1
8341,6698,udp,6,905,1,3,1,Chrome,0,41084,97329,138413,445.10952527346586,0.5093996842340787,49,20,0
8342,15524,tcp,6,304,0,10,1,Chrome,0,75300,91773,167073,124.33309326236132,0.4753008466938665,1,24,0
8343,19443,tcp,7,50,1,67,1,Chrome,0,4951,66926,71877,237.64572775292652,0.7628837600415358,22,19,0
8344,2387,icmp,3,882,1,37,0,Edge,0,93881,57452,151333,13.916272464862695,0.39035878404789937,6,37,0
8345,5715,icmp,2,1454,1,70,5,Edge,1,91280,81685,172965,497.79096379998447,0.10743056146346586,49,34,1
8346,10185,udp,7,389,1,28,3,Safari,0,20062,56287,76349,406.88092106911824,0.20094897386317756,8,15,0
8347,17111,udp,0,973,1,27,5,Firefox,0,98774,67198,165972,52.840603843215675,0.801581768,14,27,0
8348,7581,udp,0,1295,1,40,0,Chrome,0,39979,10301,50280,426.60131622480037,0.4081566763361938,24,14,0
8349,12811,tcp,3,1577,0,58,2,Chrome,0,44415,49439,93854,64.70839292423926,0.6433098481508092,44,2,0
8350,9725,udp,5,159,0,91,1,Firefox,1,69732,40372,110104,126.32567145314567,0.5769752279039727,31,6,1
8351,7174,icmp,1,162,0,62,1,Safari,0,2388,15067,17455,111.12923660239998,0.37116766940280543,0,12,0
8352,6298,tcp,3,1287,1,26,1,Edge,0,54529,99027,153556,3.8215622440058565,0.21499837929457666,28,6,0
8353,14551,tcp,3,1852,1,42,1,Edge,0,86392,41723,128115,143.79527737960407,0.27224981208620247,9,22,0
8354,12101,udp,7,1165,1,81,1,Chrome,0,5163,86481,91644,348.5867752171451,0.7132945204355406,1,18,0
8355,17904,icmp,3,533,1,87,0,Safari,1,66780,3647,70427,327.49824245987537,0.36022454100491874,30,8,0
8356,11622,tcp,0,1424,1,86,0,Edge,1,94701,61554,156255,414.3417094796301,0.002081251,2,11,0
8357,458,icmp,7,308,0,80,2,Edge,1,75699,44470,120169,345.6319664428812,0.14668915527211734,32,10,0
8358,9846,icmp,8,1889,1,19,3,Chrome,1,95130,89729,184859,79.12644008721297,0.4477093940271646,32,4,1
8359,12776,icmp,7,1441,1,20,0,Safari,0,87612,39400,127012,302.71694668738684,0.2025933758852353,7,37,0
8360,12877,icmp,4,1692,1,14,1,Firefox,0,10913,1677,12590,190.5172261325321,0.15307104134956873,19,29,0
8361,10254,tcp,8,273,0,88,5,Firefox,0,58972,79948,138920,310.08035817530384,0.3315601647730225,21,26,0
8362,15584,icmp,7,826,0,27,1,Chrome,0,61686,25347,87033,43.39967656376888,0.24012563330133785,23,13,0
8363,4860,icmp,9,810,0,76,5,Chrome,0,45901,1262,47163,220.61550013822293,0.8473987320119075,31,37,1
8364,15665,udp,0,1146,0,99,4,Edge,1,97193,27294,124487,93.28683647210897,0.4214750727001715,2,19,1
8365,19275,icmp,1,965,1,54,1,Firefox,0,92502,92974,185476,411.40238377150564,0.5233250351885207,18,18,0
8366,7333,udp,0,1084,0,85,2,Firefox,0,42357,35215,77572,205.77066373372912,0.910452582,6,32,0
8367,10127,udp,2,757,0,89,1,Safari,0,95165,75012,170177,417.03902388249026,0.9699706497877569,26,31,0
8368,13412,tcp,1,1650,1,83,5,Chrome,0,97581,83743,181324,449.4137363009925,0.32634684448430484,18,9,1
8369,13873,icmp,7,1780,1,53,5,Safari,0,8143,72135,80278,33.11278050980767,0.8508449958298067,43,26,1
8370,14925,icmp,8,11,0,62,1,Chrome,0,51065,94412,145477,283.86326332857846,0.9917116342641271,35,39,0
8371,9631,icmp,0,1986,1,74,4,Firefox,0,16622,57866,74488,431.13448313160376,0.8038463942665216,13,12,1
8372,1428,tcp,7,1308,1,45,3,Firefox,1,76243,24279,100522,268.0570106633681,0.6127393823753723,14,27,1
8373,14145,tcp,9,943,1,58,0,Safari,0,38928,14672,53600,284.6803596816242,0.5418484182124371,14,31,0
8374,19173,icmp,5,1671,1,47,4,Chrome,1,56058,1515,57573,43.84791506424669,0.6730138878701366,29,36,1
8375,18901,tcp,7,239,1,37,1,Chrome,0,22525,52497,75022,54.35833755578705,0.6353887161369796,26,29,0
8376,5806,icmp,9,721,1,57,5,Edge,1,43771,32668,76439,10.369970665555366,0.19326060134602208,7,35,1
8377,5962,tcp,8,219,0,37,0,Edge,0,44893,72122,117015,243.44800471381464,0.5007492694170418,9,18,0
8378,8029,tcp,2,381,1,37,4,Safari,0,20653,20365,41018,104.07318630512174,0.7788840324695288,17,25,1
8379,4339,udp,1,749,1,82,0,Firefox,0,95677,51379,147056,128.0456322436054,0.099974513,29,13,0
8380,3771,udp,1,921,0,57,0,Safari,1,77719,94599,172318,384.71536273961135,0.7395937317903752,27,24,1
8381,16104,udp,8,313,1,17,1,Firefox,1,72722,85298,158020,310.8440884100319,0.23285120701440853,28,30,0
8382,8647,udp,0,839,1,34,3,Chrome,0,20903,85037,105940,102.38095222763039,0.5072785165221828,7,39,0
8383,12734,udp,5,1621,0,21,4,Chrome,0,21729,10887,32616,198.30193054725396,0.4388539921148823,39,4,0
8384,2096,icmp,2,212,0,88,5,Safari,0,11273,66326,77599,219.41787753397142,0.7102647171579354,10,34,1
8385,825,tcp,3,1512,1,19,3,Edge,0,56287,58075,114362,390.69368266515204,0.5728698794438228,8,21,0
8386,10960,udp,3,869,1,95,4,Firefox,0,75286,72091,147377,372.1843775057134,0.7964423632971076,1,35,1
8387,18412,icmp,3,299,0,79,0,Safari,1,25853,89924,115777,186.24371811139181,0.5187905840539637,31,39,1
8388,5790,udp,3,1774,1,60,0,Firefox,0,75910,33503,109413,9.856421233986042,0.18857388475120485,26,23,0
8389,3760,tcp,8,506,1,73,2,Edge,0,66334,77942,144276,492.2488119444164,0.006934889,22,8,0
8390,2773,udp,0,417,1,3,2,Chrome,0,22656,62051,84707,19.399075057173768,0.15315330468510302,30,10,0
8391,4547,icmp,7,805,1,18,5,Firefox,0,5795,37793,43588,128.57485329195802,0.8001664566515763,38,14,1
8392,5110,tcp,6,1290,1,89,3,Safari,0,88964,19482,108446,94.91333899172913,0.6497435665349992,42,1,1
8393,19978,tcp,2,767,1,20,2,Firefox,1,68524,13955,82479,123.45379386342762,0.9418931574083019,5,33,1
8394,12704,udp,7,1466,1,43,1,Firefox,0,49313,8716,58029,366.6433625,0.7165847455542285,14,27,0
8395,9530,udp,9,1783,0,47,2,Firefox,1,89196,34331,123527,469.1590277564548,0.045629693205174515,0,37,0
8396,1687,icmp,0,1907,0,95,0,Edge,1,78944,7348,86292,281.7144191799618,0.628645916,8,33,1
8397,2085,icmp,3,842,1,12,0,Safari,1,82619,68077,150696,55.846182381765075,0.8345291351853167,8,15,1
8398,16470,tcp,8,206,1,44,5,Edge,0,47641,68070,115711,138.18400585808058,0.8623998820859358,23,34,1
8399,3550,tcp,4,1217,1,64,4,Safari,1,84802,20568,105370,34.31154817861609,0.12739921735943216,23,21,1
8400,9432,tcp,8,1576,1,56,3,Edge,0,13125,37271,50396,239.4422304149561,0.35738038782068793,7,3,0
8401,2415,icmp,6,254,1,22,0,Safari,0,54905,59307,114212,333.41761851194644,0.861316821,16,36,0
8402,13300,tcp,1,528,0,40,2,Safari,0,40732,75164,115896,309.5702730207609,0.11534609900439452,7,33,0
8403,2081,icmp,2,1384,1,77,1,Safari,0,81836,14955,96791,277.4256222,0.7382159750376697,4,16,0
8404,10841,icmp,1,1901,1,71,0,Chrome,0,79145,78763,157908,334.2884048576334,0.5119579091117392,4,25,0
8405,5236,udp,2,315,1,62,5,Edge,0,22011,72333,94344,343.24849861679417,0.5575134613316675,3,15,1
8406,16577,icmp,2,110,1,5,0,Edge,0,42732,65383,108115,104.02839637290411,0.073221643,38,33,0
8407,16781,udp,3,1910,0,53,4,Safari,1,91132,10276,101408,359.71868111783874,0.5138843529703735,28,2,1
8408,3416,tcp,5,1429,1,27,5,Safari,0,11772,26350,38122,321.96760594403986,0.9883060130341477,33,32,1
8409,12954,udp,4,1551,1,80,3,Edge,0,37389,35020,72409,42.11454704,0.37588334122237754,41,38,0
8410,19320,icmp,3,1980,1,27,1,Chrome,0,13707,32278,45985,49.06375451283334,0.28874425543775173,23,2,0
8411,1245,udp,3,1659,1,4,1,Chrome,1,37858,6731,44589,281.93410622688805,0.10100916277530814,0,36,0
8412,2483,udp,2,44,1,62,4,Safari,0,51775,67626,119401,359.4841836907569,0.013344029103597888,18,37,0
8413,1289,udp,7,42,1,5,1,Edge,0,54505,76721,131226,201.50411267412218,0.5500700436561712,20,33,0
8414,17284,icmp,5,1905,1,41,3,Edge,1,47037,38573,85610,159.48248113492673,0.47785309869507564,41,16,1
8415,7632,tcp,7,1155,0,8,0,Edge,0,63920,39171,103091,232.4565439698596,0.7125902487321687,14,25,0
8416,10750,udp,2,907,1,47,0,Edge,0,53252,86302,139554,498.12756502982484,0.6264769140442357,32,6,0
8417,12516,icmp,0,1256,1,87,0,Firefox,1,10391,87680,98071,67.32901950164437,0.21533744077953698,4,2,0
8418,597,tcp,2,1842,1,97,4,Edge,1,55848,32789,88637,325.7325967475629,0.8996466283882413,28,23,1
8419,17796,udp,5,1914,0,43,0,Firefox,0,82138,86437,168575,266.68142767579855,0.15601336495178886,44,28,0
8420,9601,udp,8,988,1,98,3,Chrome,0,93255,37170,130425,476.5083515218735,0.042486508,21,32,0
8421,880,udp,4,253,1,30,5,Firefox,1,41680,48143,89823,489.23818795654785,0.47202721888292476,6,19,1
8422,19868,tcp,9,592,1,37,0,Chrome,0,19048,41863,60911,35.58668116687815,0.9399865362772963,13,13,0
8423,8357,icmp,9,41,0,17,4,Firefox,0,29287,22066,51353,387.5930110339942,0.19059527109064367,19,12,0
8424,16613,icmp,7,54,0,77,1,Chrome,0,24940,62634,87574,13.020355566094901,0.2936847213693501,40,37,0
8425,1042,udp,1,1970,1,13,3,Chrome,1,68706,41547,110253,96.38168605870794,0.7178761993619606,34,2,1
8426,1963,icmp,6,961,0,30,0,Edge,0,18681,13395,32076,31.77616954300815,0.8544151219345667,0,3,0
8427,4353,udp,3,441,1,37,1,Chrome,1,40540,90970,131510,222.3445382,0.9318695884936311,15,34,1
8428,4114,tcp,9,1251,1,41,5,Safari,0,44645,54658,99303,210.59123342738292,0.4163194269084646,10,35,0
8429,7122,tcp,4,161,1,86,5,Chrome,0,15975,84715,100690,63.03226599468912,0.3402509024830339,47,4,1
8430,19973,udp,9,1703,1,75,3,Safari,0,23125,67672,90797,45.71177933550002,0.8430544215436149,27,31,1
8431,5239,udp,5,1527,1,86,4,Edge,0,92498,89006,181504,478.05630536156457,0.5358653998344471,31,11,1
8432,10170,icmp,3,1609,1,68,1,Safari,1,40373,80499,120872,326.6184049190747,0.5655763758785484,20,9,1
8433,3391,tcp,7,112,0,53,3,Chrome,1,50727,24080,74807,495.20426815173715,0.6387911206406638,24,2,1
8434,10576,tcp,7,1335,0,2,0,Chrome,1,38338,7956,46294,177.09709700808838,0.12434685552841784,28,31,0
8435,15804,icmp,7,555,0,34,0,Safari,1,84757,6484,91241,26.349027052519133,0.8454938641878317,17,4,0
8436,7666,udp,0,592,1,51,2,Chrome,0,63561,75035,138596,201.65871441170728,0.9558055755855941,17,38,0
8437,6775,icmp,7,1884,1,17,4,Edge,0,99803,91748,191551,30.093762525882823,0.41836762971328767,49,16,0
8438,11522,udp,1,1499,1,80,4,Chrome,0,36649,95514,132163,413.9425347516479,0.05235931,28,14,0
8439,18229,tcp,7,1935,0,47,0,Safari,1,61021,82486,143507,482.52070743780075,0.5538277369042975,27,32,0
8440,6265,tcp,0,1196,0,48,3,Chrome,0,59319,52013,111332,434.8687465961765,0.40711776964651214,37,11,0
8441,2590,tcp,1,1644,0,14,1,Safari,0,36451,66946,103397,492.68443602690894,0.2719852767621931,25,18,0
8442,17835,udp,8,1687,0,76,4,Chrome,0,12118,45429,57547,148.14150714728797,0.6976582619347248,29,27,1
